_id,ltable_vin,rtable_vin,price_price_exm,price_price_anm,price_price_lev_dist,price_price_lev_sim,maker_maker_lev_dist,maker_maker_lev_sim,maker_maker_jar,maker_maker_jwn,maker_maker_exm,maker_maker_jac_qgm_3_qgm_3,miles_miles_exm,miles_miles_anm,miles_miles_lev_dist,miles_miles_lev_sim,exterior_color_exterior_color_jac_qgm_3_qgm_3,exterior_color_exterior_color_cos_dlm_dc0_dlm_dc0,exterior_color_exterior_color_jac_dlm_dc0_dlm_dc0,exterior_color_exterior_color_mel,exterior_color_exterior_color_lev_dist,exterior_color_exterior_color_lev_sim,exterior_color_exterior_color_nmw,exterior_color_exterior_color_sw,label,predicted,proba
61473,WAUFFAFL4AN054323,WAUFFAFL4AN054323,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,1,1,1.0
49865,WDDZF4KB0HA206992,WDDZF4KB0HA128696,0.0,0.9670306848271923,4.0,0.4285714285714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8297711367505202,2.0,0.6666666666666667,0.0,0.0,0.0,0.49099692702293396,20.0,0.13043478260869568,-9.0,3.0,0,0,0.0
28988,WA1DGAFP9FA068740,WA1DGAFP9FA068740,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6129032258064516,0.33333333333333337,0.2,0.9652174115180969,2.0,0.9130434782608696,21.0,21.0,1,1,1.0
87006,JTHBK1GG0E2138255,JTHCE1BL2E5021159,0.0,0.9942669285972017,3.0,0.5714285714285714,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9701863354037267,4.0,0.4285714285714286,0.0,0.0,0.0,0.4833333194255829,4.0,0.19999999999999996,0.0,1.0,0,0,0.0
24596,5UXKS4C55F0N07114,5UXKS4C55F0N07114,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,23.0,23.0,1,1,1.0
61682,WBXHT3C3XH5F82257,WBXHT3C32H5F73293,0.0,0.9610923218827738,4.0,0.4285714285714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9945615227736234,3.0,0.5,0.44680522299849934,0.4728400945716903,0.43319743422483153,0.6816536324889693,8.157534246575343,0.5421957034533196,2.6986301369863015,7.801369863013699,0,0,0.0
66290,WAUENCF52JA068272,WA1BNAFY8J2017383,0.5254237288135594,0.9881768947216071,1.4322033898305084,0.7953995157384989,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.4,0.2777777777777778,0.33333333333333337,0.2,0.7357142567634583,9.0,0.5714285714285714,11.0,11.0,0,0,0.0
47296,55SWF4KB7HU215112,55SWF4KBXHU220160,0.5254237288135594,0.9881768947216071,1.4322033898305084,0.7953995157384989,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8706437064370643,3.0,0.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0.0
72271,WDDSJ4GB3JN528291,WDDSJ4GB3JN528291,0.5254237288135594,0.9881768947216071,1.4322033898305084,0.7953995157384989,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,19.0,1,1,1.0
20404,WA1LFAFP1FA081884,WA1LMAFE3FD021737,0.5254237288135594,0.9881768947216071,1.4322033898305084,0.7953995157384989,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9506908353403474,4.0,0.4285714285714286,0.08823529411764706,0.40824829046386296,0.25,0.4146464765071869,17.0,0.2272727272727273,-5.0,5.0,0,0,0.0
55188,WAUWFAFL0BA051184,WAUWFAFL0BA051184,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,1,1,1.0
8836,JTHCE1BLXFA002397,JTHCE1D29F5007121,0.0,0.9407587253414265,3.0,0.5714285714285714,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9960714285714286,3.0,0.5714285714285714,0.0,0.0,0.0,0.46405228972435,16.0,0.05882352941176472,-13.0,1.0,0,0,0.0
14261,WDDHF8JB4FB086738,WDDKJ6HB0FF304777,0.0,0.9635307406809747,3.0,0.5714285714285714,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9922478434910075,3.0,0.5714285714285714,0.0,0.0,0.0,0.0,5.0,0.16666666666666663,-2.0,1.0,0,0,0.0
62447,WBA5A7C57FD623245,WBA3B3G5XFNR86107,0.0,0.9387976168983571,4.0,0.4285714285714286,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.955417099342333,4.0,0.4285714285714286,0.029411764705882353,0.0,0.0,0.45764896273612976,19.0,0.17391304347826086,-10.0,4.0,0,0,0.0
62836,WDDWF4KB7HR305801,55SWF4KB2HU218435,0.5254237288135594,0.9881768947216071,1.4322033898305084,0.7953995157384989,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0,0,0.0
76547,WAULFAFRXBA079369,WAULFAFRXBA079369,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.7071067811865475,0.5,0.64000004529953,10.0,0.33333333333333337,-5.0,5.0,1,1,1.0
78188,WBA4Z3C52JEA31707,WBA4Z3C52JEA31707,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,1,1,1.0
