name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain
2018 Audi A4 2.0T Premium Plus,Audi,White,48900,The Audi Exchange,(847) 739-9944,4.9,558,,102,Glacier White Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,50450,The Audi Exchange,(847) 739-9944,4.9,558,,102,Monsoon Gray Metallic,Black / Express Red,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,50450,The Audi Exchange,(847) 739-9944,4.9,558,,102,Monsoon Gray Metallic,Black / Express Red,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,49350,The Audi Exchange,(847) 739-9944,4.9,558,,102,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,48900,The Audi Exchange,(847) 739-9944,4.9,558,,102,Glacier White Metallic,Atlas Beige / Gray,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Red,46100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Matador Red Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49350,The Audi Exchange,(847) 739-9944,4.9,558,,102,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium quattro,Audi,Blue,44500,The Audi Exchange,(847) 739-9944,4.9,558,,102,Moonlight Blue Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,49350,The Audi Exchange,(847) 739-9944,4.9,558,,102,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Red,48900,The Audi Exchange,(847) 739-9944,4.9,558,,102,Matador Red Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium quattro,Audi,White,44750,The Audi Exchange,(847) 739-9944,4.9,558,,102,Glacier White Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium quattro,Audi,Blue,44500,The Audi Exchange,(847) 739-9944,4.9,558,,102,Moonlight Blue Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Prestige,Audi,Black,51825,The Audi Exchange,(847) 739-9944,4.9,558,,102,Brilliant Black,Rock Gray,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T ultra Premium,Audi,Black,40250,The Audi Exchange,(847) 739-9944,4.9,558,,102,Mythos Black Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,FWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium quattro,Audi,White,44500,The Audi Exchange,(847) 739-9944,4.9,558,,102,Glacier White Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,50450,The Audi Exchange,(847) 739-9944,4.9,558,,102,Monsoon Gray Metallic,Black / Express Red,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium quattro,Audi,Black,44500,The Audi Exchange,(847) 739-9944,4.9,558,,102,Mythos Black Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,50450,The Audi Exchange,(847) 739-9944,4.9,558,,102,Mythos Black Metallic,Black / Express Red,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,48900,The Audi Exchange,(847) 739-9944,4.9,558,,102,Mythos Black Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,49350,The Audi Exchange,(847) 739-9944,4.9,558,,102,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,49350,The Audi Exchange,(847) 739-9944,4.9,558,,102,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,48900,The Audi Exchange,(847) 739-9944,4.9,558,,102,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,49350,The Audi Exchange,(847) 739-9944,4.9,558,,102,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,49350,The Audi Exchange,(847) 739-9944,4.9,558,,102,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus quattro,Audi,Black,45850,Audi La Crosse,(888) 357-2528,5,2,,103,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Prestige,Audi,Gray,53150,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Manhattan Gray Metallic,Rock Gray,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,49350,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49350,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T ultra Premium,Audi,White,38875,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Ibis White,Atlas Beige / Gray,7-Speed Automatic with Auto-Shift,FWD
2018 Audi A4 2.0T Premium Plus,Audi,Green,50975,Continental Audi of Naperville,(888) 514-9110,4.8,470,,111,Gotland Green Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49425,Continental Audi of Naperville,(888) 514-9110,4.8,470,,111,Scuba Blue Metallic,Atlas Beige / Gray,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,48500,Continental Audi of Naperville,(888) 514-9110,4.8,470,,111,Brilliant Black,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,51490,Continental Audi of Naperville,(888) 514-9110,4.8,470,,111,Brilliant Black,Black / Express Red,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,50625,Continental Audi of Naperville,(888) 514-9110,4.8,470,,111,Scuba Blue Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 Premium Plus,Audi,Blue,49040,Audi Westmont,(877) 457-9706,4.8,354,,115,Moonlight Blue Metallic,Rock Gray/Gray,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 Premium Plus,Audi,Blue,48290,Audi Westmont,(877) 457-9706,4.8,354,,115,Moonlight Blue Metallic,Black,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 Premium Plus,Audi,Silver,50280,Audi Westmont,(877) 457-9706,4.8,354,,115,Florett Silver Metallic,Black,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 Premium Plus,Audi,White,49150,Audi Westmont,(877) 457-9706,4.8,354,,115,Glacier White Metallic,Nougat Brown/Black,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 Premium Plus,Audi,Blue,49150,Audi Westmont,(877) 457-9706,4.8,354,,115,Moonlight Blue Metallic,Nougat Brown/Black,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 Premium Plus,Audi,Blue,49150,Audi Westmont,(877) 457-9706,4.8,354,,115,Moonlight Blue Metallic,Rock Gray/Gray,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 Premium Plus,Audi,Red,49150,Audi Westmont,(877) 457-9706,4.8,354,,115,Matador Red Metallic,Black,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 Premium Plus,Audi,Black,47035,Audi Westmont,(877) 457-9706,4.8,354,,115,Mythos Black Metallic,Rock Gray/Gray,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 Premium Plus,Audi,Black,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,Black,Black,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,White,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,White,Black,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,Black,51010,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,Black,BROWN,Automatic,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,White,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,White,Black,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,Gray,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,Gray,Black,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,Blue,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,Blue,BROWN,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,Gray,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,Gray,Black,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,Blue,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,Blue,BROWN,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,Gray,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,Gray,Black,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,Blue,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,Blue,BROWN,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,White,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,White,Black,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,Gray,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,Gray,Black,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,Blue,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,Blue,BROWN,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,White,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,White,Black,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,Black,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,Black,Black,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,Blue,48900,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,Blue,BROWN,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,Gray,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,Gray,Black,7-SPEED A/T,All Wheel Drive
2018 Audi A4 Premium Plus,Audi,White,49540,Fletcher Jones Audi,(312) 635-7294,4.8,538,,121,White,Black,7-SPEED A/T,All Wheel Drive
2017 Audi A4 2.0T Premium,Audi,Black,44640,Audi Orland Park,(708) 390-0186,4.7,248,,131,Brilliant Black,Black,7-Speed Automatic S tronic,quattro
2018 Audi A4 2.0T Premium Plus,Audi,White,49460,Audi Orland Park,(708) 390-0186,4.7,248,,131,Glacier White Metallic,Black,7-Speed Automatic S tronic,quattro
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49150,Audi Orland Park,(708) 390-0186,4.7,248,,131,Moonlight Blue Metallic,Rock Gray/Gray,7-Speed Automatic S tronic,quattro
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49500,Carousel Motors,(319) 800-6780,4.8,147,,145,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,50040,Carousel Motors,(319) 800-6780,4.8,147,,145,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Red,49460,Autohaus of Peoria,(866) 753-0076,4,50,,156,Matador Red Metallic,Atlas Beige / Gray,Automatic,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,49150,Autohaus of Peoria,(866) 753-0076,4,50,,156,Mythos Black Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,45799,Luther Park Place BMW,(507) 226-9966,4.9,912,,166,Brilliant Black,Black / Express Red,6-Speed Manual,AWD
2018 Audi A4 Premium Plus,Audi,Gray,46495,Grossinger Motors,(888) 267-0011,4.8,51,,178,Manhattan Gray Metallic,Black,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,46729,Maple Hill Auto Group,(269) 203-2055,4.8,153,,200,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium quattro,Audi,White,41939,Maple Hill Auto Group,(269) 203-2055,4.8,153,,200,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,50700,Maple Hill Auto Group,(269) 203-2055,4.8,153,,200,Manhattan Gray Metallic,Black / Express Red,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49150,Napleton Autowerks Loves Park,(815) 916-4212,4.9,339,,57,Moonlight Blue Metallic,Rock Gray,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Silver,49150,Napleton Autowerks Loves Park,(815) 916-4212,4.9,339,,57,Florett Silver Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,48150,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Atlas Beige / Gray,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,47900,International Autos,(414) 203-5342,3.8,56,,71,Mythos Black Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,49350,Bergstrom Imports on Victory Lane,(877) 245-2925,4.3,390,,97,Manhattan Gray Metallic,Black,6-Speed Manual,AWD
2017 Audi A4 2.0T Premium Plus,Audi,Blue,45089,Bergstrom Imports on Victory Lane,(877) 245-2925,4.3,390,,97,Moonlight Blue Metallic,Atlas Beige / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,49150,Bergstrom Imports on Victory Lane,(877) 245-2925,4.3,390,,97,Mythos Black Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49150,Bergstrom Imports on Victory Lane,(877) 245-2925,4.3,390,,97,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,49150,Bergstrom Imports on Victory Lane,(877) 245-2925,4.3,390,,97,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 Premium Plus,Audi,Black,49350,Audi Hoffman Estates,(847) 961-4989,4.9,1138,,100,Mythos_Black,,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 Premium Plus,Audi,Gray,50700,Audi Hoffman Estates,(847) 961-4989,4.9,1138,,100,Gray,,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 Premium Plus,Audi,Gray,49350,Audi Hoffman Estates,(847) 961-4989,4.9,1138,,100,Gray,,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 Premium Plus,Audi,White,49210,Audi Hoffman Estates,(847) 961-4989,4.9,1138,,100,Glacier_White,,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 ultra Premium,Audi,Other,40250,Audi Hoffman Estates,(847) 961-4989,4.9,1138,,100,Florett_Silver,Black,7-Speed Auto-Shift Manual w/OD,FWD
2018 Audi A4 Premium Plus,Audi,White,49350,Audi Hoffman Estates,(847) 961-4989,4.9,1138,,100,Glacier_White,,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 Premium Plus,Audi,White,49350,Audi Hoffman Estates,(847) 961-4989,4.9,1138,,100,Glacier_White,,7-Speed Auto-Shift Manual w/OD,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49350,The Audi Exchange,(847) 739-9944,4.9,558,,102,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,49350,The Audi Exchange,(847) 739-9944,4.9,558,,102,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium quattro,Audi,White,44500,The Audi Exchange,(847) 739-9944,4.9,558,,102,Glacier White Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,48900,The Audi Exchange,(847) 739-9944,4.9,558,,102,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,49350,The Audi Exchange,(847) 739-9944,4.9,558,,102,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,50450,The Audi Exchange,(847) 739-9944,4.9,558,,102,Monsoon Gray Metallic,Black / Express Red,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,49100,The Audi Exchange,(847) 739-9944,4.9,558,,102,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus quattro,Audi,Gray,45850,Audi La Crosse,(888) 357-2528,5,2,,103,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,49350,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49350,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49350,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T ultra Premium,Audi,White,38875,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Ibis White,Atlas Beige / Gray,7-Speed Automatic with Auto-Shift,FWD
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49350,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Moonlight Blue Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,49350,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Gray,49350,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Manhattan Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,White,49350,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Glacier White Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,49150,Audi Morton Grove,(888) 510-2233,4.5,213,,109,Mythos Black Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,49350,Continental Audi of Naperville,(888) 514-9110,4.8,470,,111,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Silver,49075,Continental Audi of Naperville,(888) 514-9110,4.8,470,,111,Florett Silver Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Black,51490,Continental Audi of Naperville,(888) 514-9110,4.8,470,,111,Brilliant Black,Black / Express Red,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Premium Plus,Audi,Green,50975,Continental Audi of Naperville,(888) 514-9110,4.8,470,,111,Gotland Green Metallic,Nougat Brown / Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 2.0T Prestige,Audi,Black,54175,Continental Audi of Naperville,(888) 514-9110,4.8,470,,111,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD
2018 Audi A4 Premium Plus,Audi,Blue,48290,Audi Westmont,(877) 457-9706,4.8,354,,115,Moonlight Blue Metallic,Nougat Brown/Black,7-Speed Auto-Shift Manual w/OD,AWD
