name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain
2018 Audi Q7 3.0T Prestige quattro,Audi,Gray,71245,Team Audi Volkswagen,(219) 810-6621,3.8,8,,156,Graphite Gray Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Premium quattro,Audi,White,71035,Audi Morton Grove,(888) 510-2233,4.5,212,,109,Glacier White Metallic,Pistachio Beige,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Premium quattro,Audi,White,70800,Lujack's Northpark Autoplaza,(888) 481-5702,3.5,5,,119,Glacier White Metallic,Nougat Brown,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige,Audi,White,71645,Audi Orland Park,(708) 390-0186,4.7,248,,131,Glacier White Metallic,Pistachio Beige,8-Speed Automatic with Tiptronic,quattro
2018 Audi Q7 Prestige,Audi,Black,80735,Audi Westmont,(877) 457-9706,4.8,354,,115,Orca Black Metallic,Black,8-Speed Automatic w/OD,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,Other,75925,Continental Audi of Naperville,(888) 514-9110,4.8,469,,111,Samurai Gray Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige,Audi,White,71095,Audi Orland Park,(708) 390-0186,4.7,248,,131,White,,8-Speed Automatic with Tiptronic,quattro
2018 Audi Q7 3.0T Premium quattro,Audi,Other,71495,Audi Morton Grove,(888) 510-2233,4.5,212,,109,Samurai Gray Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,Black,77730,Continental Audi of Naperville,(888) 514-9110,4.8,469,,111,Orca Black Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 2.0T Premium Plus quattro,Audi,Black,62575,Autohaus of Peoria,(866) 753-0076,4,50,,156,Orca Black Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Premium quattro,Audi,Other,82695,The Audi Exchange,(847) 739-9944,4.9,558,,102,Samurai Gray Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Premium quattro,Audi,Black,79725,The Audi Exchange,(847) 739-9944,4.9,558,,102,Night Black,Cedar Brown,8-Speed Automatic,AWD
2018 Audi Q7 Prestige,Audi,Black,79350,Audi Hoffman Estates,(847) 961-4989,4.9,1136,,100,Orca_Black,,8-Speed Automatic w/OD,AWD
2018 Audi Q7 Premium Plus,Audi,Other,59475,Audi Hoffman Estates,(847) 961-4989,4.9,1136,,100,Night_Black,,8-Speed Automatic w/OD,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,Gray,,International Autos,(414) 203-5342,3.8,56,,71,Graphite Gray Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,White,,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,71,Orca Black Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,71,Orca Black Metallic,Nougat Brown,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,White,,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,71,Orca Black Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,71,Orca Black Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,White,,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,White,,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,White,,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Nougat Brown,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,White,,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Nougat Brown,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Premium quattro,Audi,White,,International Autos,(414) 203-5342,3.8,56,,71,Carrara White,Nougat Brown,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,White,,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Pistachio Beige,8-Speed Automatic,AWD
2018 Audi Q7 2.0T quattro Premium,Audi,Black,,Continental Audi of Naperville,(888) 514-9110,4.8,469,,111,Orca Black Metallic,Black,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,Blue,,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars",(866) 968-7405,4.7,97,,131,Ink Blue Metallic,Nougat Brown,Automatic with Tiptronic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,Black,,Carousel Motors,(319) 800-6780,4.8,147,,145,Orca Black Metallic,Black,Automatic with Tiptronic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,White,,Carousel Motors,(319) 800-6780,4.8,147,,145,Glacier White Metallic,Pistachio Beige,Automatic with Tiptronic,AWD
2018 Audi Q7 3.0T Prestige quattro,Audi,White,,My Auto Import Center,(231) 981-0049,4.9,576,,164,Glacier White Metallic,Pistachio Beige,8-Speed Automatic,AWD
2018 Audi Q7 3.0T Premium quattro,Audi,Other,,My Auto Import Center,(231) 981-0049,4.9,576,,164,Samurai Gray Metallic,Black,8-Speed Automatic,AWD
